"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Model.nlogo"
"calibration"
"11/24/2024 17:54:31:125 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","4","0","4"
"[run number]","number-of-workers","number-of-teams","movement-across-teams","share-of-presentees","exogenous-sickness","contagiousness","severity","recovery-days","slower-recovery","immunity-days","max-sick-leave-days","[step]","mean [infections] of turtles"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","231","0.05"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","187","0.885"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","175","0.91"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","219","0.585"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","179","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","191","0.895"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","235","0.065"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","183","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","195","0.895"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","187","0.92"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","211","0.955"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","223","0.63"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","191","0.92"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","215","0.955"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","195","0.92"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","239","0.1"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","227","0.685"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","219","0.96"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","199","0.92"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","223","0.96"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","199","0.905"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","243","0.15"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","231","0.735"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","203","0.905"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","227","0.96"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","203","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","207","0.905"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","207","0.92"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","247","0.17"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","211","0.91"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","231","0.96"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","215","0.91"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","211","0.92"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","235","0.96"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","219","0.915"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","235","0.785"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","239","0.96"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","215","0.92"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","251","0.23"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","243","0.96"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","239","0.805"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","219","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","223","0.915"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","247","0.96"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","243","0.805"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","227","0.915"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","251","0.96"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","223","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","231","0.915"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","227","0.92"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","255","0.26"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","235","0.915"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","231","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","239","0.915"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","259","0.31"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","235","0.92"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","247","0.82"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","239","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","243","0.915"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","187","0.88"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","243","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","247","0.915"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","263","0.335"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","251","0.825"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","247","0.92"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","255","0.96"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","191","0.885"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","251","0.915"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","267","0.375"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","259","0.96"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","251","0.92"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","195","0.89"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","263","0.96"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","271","0.425"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","199","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","255","0.92"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","203","0.89"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","267","0.96"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","275","0.49"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","271","0.96"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","275","0.96"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","207","0.89"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","255","0.915"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","279","0.96"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","211","0.89"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","215","0.89"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","255","0.835"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","219","0.89"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","283","0.96"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","287","0.96"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","279","0.535"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","223","0.89"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","259","0.915"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","291","0.96"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","227","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","259","0.92"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","283","0.585"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","263","0.915"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","295","0.96"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","231","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","263","0.92"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","299","0.96"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","235","0.89"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","267","0.915"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","259","0.845"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","303","0.96"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","287","0.635"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","267","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","271","0.915"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","263","0.855"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","239","0.89"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","307","0.96"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","271","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","275","0.915"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","267","0.865"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","311","0.96"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","291","0.675"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","275","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","279","0.915"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","243","0.89"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","271","0.865"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","315","0.96"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","295","0.75"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","283","0.915"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","247","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","279","0.92"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","319","0.96"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","275","0.87"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","283","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","287","0.915"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","251","0.89"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","279","0.875"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","323","0.96"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","287","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","291","0.915"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","291","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","295","0.915"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","255","0.89"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","283","0.875"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","299","0.79"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","295","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","299","0.915"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","299","0.92"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","327","0.96"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","287","0.885"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","303","0.815"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","331","0.96"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","303","0.915"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","303","0.92"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","307","0.92"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","335","0.96"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","307","0.915"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","311","0.915"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","311","0.92"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","291","0.885"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","315","0.915"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","319","0.915"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","295","0.895"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","315","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","323","0.915"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","319","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","327","0.915"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","339","0.96"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","299","0.9"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","331","0.915"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","307","0.835"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","259","0.89"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","335","0.915"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","303","0.9"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","263","0.89"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","307","0.905"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","323","0.92"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","267","0.89"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","311","0.845"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","327","0.92"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","311","0.905"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","271","0.89"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","315","0.91"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","331","0.92"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","315","0.86"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","319","0.91"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","335","0.92"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","275","0.89"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","319","0.86"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","279","0.89"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","323","0.91"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","283","0.89"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","339","0.915"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","327","0.91"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","323","0.87"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","287","0.89"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","327","0.87"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","331","0.91"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","291","0.89"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","295","0.89"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","343","0.915"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","339","0.92"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","331","0.88"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","299","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","343","0.92"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","303","0.89"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","347","0.915"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","307","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","347","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","351","0.915"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","311","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","351","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","355","0.915"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","335","0.91"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","355","0.92"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","315","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","359","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","359","0.915"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","319","0.89"
"4","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","339","0.91"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","363","0.92"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","335","0.88"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","363","0.915"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","323","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","367","0.92"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","339","0.88"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","367","0.915"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","327","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","371","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","371","0.915"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","375","0.915"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","375","0.92"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","331","0.89"
"5","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","335","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","379","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","379","0.915"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","343","0.885"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","383","0.92"
"1","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","383","0.915"
"2","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","347","0.89"
"3","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","387","0.92"
"6","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","343","0.96"
